Begin Time - hh:mm:ss.ms,Begin Time - ss.msec,Begin Time - msec,Begin Time - PAL,End Time - hh:mm:ss.ms,End Time - ss.msec,End Time - msec,End Time - PAL,Duration - hh:mm:ss.ms,Duration - ss.msec,Duration - msec,Duration - PAL,ESP Epifania Sahinos Pérez / APG Areli Ponce García,Transcription,Traducción,Tokenization,Surface Segmentation,Canonical Segmentation,Surface Glossing,Canonical Glossing,Notes
0:00:20,20.222,20222,00:00:20:05,0:00:21,20.579,20579,00:00:20:14,0:00:00,0.357,357,00:00:00:08,,,,lu:stla:ni,lu:-stla:n-i,lu:-stla:n,INTNS-beautiful-JNCT,INTNS-beautiful,
0:00:21,20.579,20579,00:00:20:14,0:00:21,20.936,20936,00:00:20:23,0:00:00,0.357,357,00:00:00:08,,,,xa',xa',xa',PRN.3SBJ.SG,PRN.3SBJ.SG,
0:00:21,20.936,20936,00:00:20:23,0:00:21,21.294,21294,00:00:21:07,0:00:00,0.358,358,00:00:00:08,,,,lu:lakaslipinki,lu:-laka-slipinki,lu:-laka-slipinki',INTNS-face-smooth,INTNS-face-smooth,
0:00:21,21.294,21294,00:00:21:07,0:00:22,21.651,21651,00:00:21:16,0:00:00,0.357,357,00:00:00:08,,,,xa,xa,xa',PRN.3SBJ.SG,PRN.3SBJ.SG,
0:00:22,21.651,21651,00:00:21:16,0:00:22,22.008,22008,00:00:22:00,0:00:00,0.357,357,00:00:00:08,,,,wa:,wa:,wa:,FOC,FOC,
0:00:22,22.008,22008,00:00:22:00,0:00:22,22.365,22365,00:00:22:09,0:00:00,0.357,357,00:00:00:08,,,,iyma:,iyma:,iyma:,DEM,DEM,
0:00:22,22.365,22365,00:00:22:09,0:00:23,22.722,22722,00:00:22:18,0:00:00,0.357,357,00:00:00:08,,,,lu:wá,lu:-wá,lu:-wa',INTNS-DEF,INTNS-DEF,
0:00:23,22.722,22722,00:00:22:18,0:00:23,23.08,23080,00:00:23:02,0:00:00,0.358,358,00:00:00:08,,,,kini,kin-i,kin,PRN.1SBJ.PL-JNCT,PRN.1SBJ.PL,
0:00:23,23.08,23080,00:00:23:02,0:00:27,26.538,26538,00:00:26:13,0:00:03,3.458,3458,00:00:03:11,ESP,li:pu:tlawaya:'wi iyma: n xchu:wkani iyma: wanikani iyma: wa:'t.,usamos para envolver nuestros tamales.,,,,,,
0:00:23,23.08,23080,00:00:23:02,0:00:24,23.512,23512,00:00:23:12,0:00:00,0.432,432,00:00:00:10,,,,li:pu:tlawaya:'wi,li:-pu:-tlawa-ya:'-w-i,li:-pu:-tlawa-a:'-'w,INS-CTNR-V.do-IPFV-1SBJ.PL-JNCT [PRES],INS-CTNR-V.do-IPFV-1SBJ.PL [PRES],
0:00:24,23.512,23512,00:00:23:12,0:00:24,23.944,23944,00:00:23:23,0:00:00,0.432,432,00:00:00:10,,,,iyma:,iyma:,iyma:,DEM,DEM,
0:00:24,23.944,23944,00:00:23:23,0:00:24,24.376,24376,00:00:24:09,0:00:00,0.432,432,00:00:00:10,,,,n,n,n,EPEN,EPEN,
0:00:24,24.376,24376,00:00:24:09,0:00:25,24.809,24809,00:00:24:20,0:00:00,0.433,433,00:00:00:10,,,,xchu:wkani,x-chu:w-kan-i,x-chu:w-kan,3POSS-tortilla-PL.POSS-JNCT,3POSS-tortilla-PL.POSS,
0:00:25,24.809,24809,00:00:24:20,0:00:25,25.241,25241,00:00:25:06,0:00:00,0.432,432,00:00:00:10,,,,iyma:,iyma:,iyma:,DEM,DEM,
0:00:25,25.241,25241,00:00:25:06,0:00:26,25.673,25673,00:00:25:16,0:00:00,0.432,432,00:00:00:10,,,,wanikani,wa-ni-kan-i,wan-ni-kan,V.say-DAT-REFL-JNCT [3SBJ.SG PRES IPFV],V.say-DAT-REFL [3SBJ.SG PRES IPFV],
0:00:26,25.673,25673,00:00:25:16,0:00:26,26.105,26105,00:00:26:02,0:00:00,0.432,432,00:00:00:10,,,,iyma:,iyma:,iyma:,DEM,DEM,
0:00:26,26.105,26105,00:00:26:02,0:00:27,26.538,26538,00:00:26:13,0:00:00,0.433,433,00:00:00:10,,,,wa:'t,wa:'t,wa:'t,tamale,tamale,
0:00:27,26.538,26538,00:00:26:13,0:00:29,28.97,28970,00:00:28:24,0:00:02,2.432,2432,00:00:02:10,APG,"Xli:ka:na, lu:wá kini maklakaskina:'wi iyma: n tawá:'n,","Cierto, es la hoja que más empleamos",,,,,,
0:00:27,26.538,26538,00:00:26:13,0:00:27,26.885,26885,00:00:26:22,0:00:00,0.347,347,00:00:00:08,,,,Xli:ka:na,xli:ka:na,xli:ka:nah,true,true,
0:00:27,26.885,26885,00:00:26:22,0:00:27,27.232,27232,00:00:27:05,0:00:00,0.347,347,00:00:00:08,,,,lu:wá,lu:-wá,lu:-wa',INTNS-DEF,INTNS-DEF,
0:00:27,27.232,27232,00:00:27:05,0:00:28,27.58,27580,00:00:27:14,0:00:00,0.348,348,00:00:00:08,,,,kini,kin-i,kin,PRN.1SBJ.PL-JNCT,PRN.1SBJ.PL,
0:00:28,27.58,27580,00:00:27:14,0:00:28,27.927,27927,00:00:27:23,0:00:00,0.347,347,00:00:00:08,,,,maklakaskina:'wi,mak-lakaskin-á:'-w-i,mak-lakaskin-á:'-'w,body-V.use-IPFV-1SBJ.PL-JNCT,body-V.use-IPFV-1SBJ.PL,
0:00:28,27.927,27927,00:00:27:23,0:00:28,28.275,28275,00:00:28:06,0:00:00,0.348,348,00:00:00:08,,,,iyma:,iyma:,iyma:,DEM,DEM,
0:00:28,28.275,28275,00:00:28:06,0:00:29,28.622,28622,00:00:28:15,0:00:00,0.347,347,00:00:00:08,,,,n,n,n,EPEN,EPEN,
0:00:29,28.622,28622,00:00:28:15,0:00:29,28.97,28970,00:00:28:24,0:00:00,0.348,348,00:00:00:08,,,,tawá:'n,tawá:'n,tawá:'n,plant,plant,
0:00:29,28.97,28970,00:00:28:24,0:00:31,31.471,31471,00:00:31:11,0:00:03,2.501,2501,00:00:02:12,APG,"wa: lu:li:laqati:yá:'w *porque** nilaktu:tlankán,","nos agrada porque no son gruesas,",,,,,,
0:00:29,28.97,28970,00:00:28:24,0:00:30,29.595,29595,00:00:29:14,0:00:01,0.625,625,00:00:00:15,,,,wa:,wa:,wa:,FOC,FOC,
0:00:30,29.595,29595,00:00:29:14,0:00:30,30.22,30220,00:00:30:05,0:00:01,0.625,625,00:00:00:15,,,,lu:li:laqati:yá:'w,lu:-li:-laqati:-yá:'-w,lu:-li:-laqati:-a:'-'w,INTNS-INS-V.like-IPFV-1SBJ.PL,INTNS-INS-V.like-IPFV-1SBJ.PL,
0:00:30,30.22,30220,00:00:30:05,0:00:31,30.845,30845,00:00:30:21,0:00:01,0.625,625,00:00:00:15,,,,*porque**,porque,porque,INJT,INJT,
0:00:31,30.845,30845,00:00:30:21,0:00:31,31.471,31471,00:00:31:11,0:00:01,0.626,626,00:00:00:15,,,,nilaktu:tlankán,ni-lak-tu:-tlanká-n,ni-lak-tu:-tlanka'-n,NEG-PL-foot-big-PL,NEG-PL-foot-big-PL,
0:00:31,31.471,31471,00:00:31:11,0:00:35,35.252,35252,00:00:35:06,0:00:04,3.781,3781,00:00:03:19,APG,"lakstakakán, maski ka pa:tsú: naukxilha n pi lhu:wa xa n tachi:ní:'t.","son delgadas, aunque se vea que son pocas piezas las que vienen amarradas en realidad son muchas.",,,,,,
0:00:31,31.471,31471,00:00:31:11,0:00:32,31.814,31814,00:00:31:20,0:00:00,0.343,343,00:00:00:08,,,,lakstakakán,lak-staka-kán,lak-stakaka'-kan,PL-thin-PL.POSS,PL-thin-PL.POSS,
0:00:32,31.814,31814,00:00:31:20,0:00:32,32.158,32158,00:00:32:03,0:00:00,0.344,344,00:00:00:08,,,,maski,maski,maski,although,although,
0:00:32,32.158,32158,00:00:32:03,0:00:33,32.502,32502,00:00:32:12,0:00:00,0.344,344,00:00:00:08,,,,ka,ka,kah,only,only,
0:00:33,32.502,32502,00:00:32:12,0:00:33,32.845,32845,00:00:32:21,0:00:00,0.343,343,00:00:00:08,,,,pa:tsú:,pa:-tsú:,pa:-tsu:'w,abdomen-small,abdomen-small,
0:00:33,32.845,32845,00:00:32:21,0:00:33,33.189,33189,00:00:33:04,0:00:00,0.344,344,00:00:00:08,,,,naukxilha,na-ukxilh-a,na-ukxilh-a-',FUT-V.see-IPFV [2SBJ.SG],FUT-V.see-IPFV-2SBJ.SG,
0:00:33,33.189,33189,00:00:33:04,0:00:34,33.533,33533,00:00:33:13,0:00:00,0.344,344,00:00:00:08,,,,n,n,n,EPEN,EPEN,
0:00:34,33.533,33533,00:00:33:13,0:00:34,33.877,33877,00:00:33:21,0:00:00,0.344,344,00:00:00:08,,,,pi,pi,pi,COMP,COMP,
0:00:34,33.877,33877,00:00:33:21,0:00:34,34.22,34220,00:00:34:05,0:00:00,0.343,343,00:00:00:08,,,,lhu:wa,lhu:wa,lhu:wa',many,many,
0:00:34,34.22,34220,00:00:34:05,0:00:35,34.564,34564,00:00:34:14,0:00:00,0.344,344,00:00:00:08,,,,xa,xa,xa',PRN.3SBJ.SG,PRN.3SBJ.SG,
0:00:35,34.564,34564,00:00:34:14,0:00:35,34.908,34908,00:00:34:22,0:00:00,0.344,344,00:00:00:08,,,,n,n,n,EPEN,EPEN,
0:00:35,34.908,34908,00:00:34:22,0:00:35,35.252,35252,00:00:35:06,0:00:00,0.344,344,00:00:00:08,,,,tachi:ní:'t,ta-chi:-ní:'t,ta-chi:-ni:'t,INC-V.tie-PRF [3SBJ.SG PRES],INC-V.tie-PRF [3SBJ.SG PRES],
0:00:35,35.252,35252,00:00:35:06,0:00:39,39.088,39088,00:00:39:02,0:00:04,3.836,3836,00:00:03:20,ESP,"Xli:ka:na na: n ti: kilhwampa:'t, lu:wá kini á:watiya laqati:ya:'wi iyma:","Es verdad lo que dices, lo que más nos agrada es",,,,,,
0:00:35,35.252,35252,00:00:35:06,0:00:36,35.731,35731,00:00:35:18,0:00:00,0.479,479,00:00:00:11,,,,Xli:ka:na,xli:ka:na,xli:ka:nah,true,true,
0:00:36,35.731,35731,00:00:35:18,0:00:36,36.211,36211,00:00:36:05,0:00:00,0.48,480,00:00:00:12,,,,na:,na:,na:,aslo,also,
0:00:36,35.731,35731,00:00:35:18,0:00:36,36.211,36211,00:00:36:05,0:00:00,0.48,480,00:00:00:12,,,,n,n,n,EPEN,EPEN,
0:00:36,35.731,35731,00:00:35:18,0:00:36,36.211,36211,00:00:36:05,0:00:00,0.48,480,00:00:00:12,,,,ti:2,ti:,ti:,NREL,NREL,
0:00:36,36.211,36211,00:00:36:05,0:00:37,36.69,36690,00:00:36:17,0:00:00,0.479,479,00:00:00:11,,,,kilhwampa:'t,kilh-wám-pa:'-t,kilh.wan-pa:'-t,mouth-V.say-PROG.2SBJ-2SBJ.SG,mouth-V.say-PROG.2SBJ-2SBJ.SG,
0:00:37,36.69,36690,00:00:36:17,0:00:37,37.17,37170,00:00:37:04,0:00:00,0.48,480,00:00:00:12,,,,lu:wá,lu:-wá,lu:-wa',INTNS-DEF,INTNS-DEF,
0:00:37,37.17,37170,00:00:37:04,0:00:38,37.649,37649,00:00:37:16,0:00:00,0.479,479,00:00:00:11,,,,kini,kin-i,kin,PRN.1SBJ.PL-JNCT,PRN.1SBJ.PL,
0:00:38,37.649,37649,00:00:37:16,0:00:38,38.129,38129,00:00:38:03,0:00:00,0.48,480,00:00:00:12,,,,á:watiya,á:watiya,á:watiya',extremely,extremely,
0:00:38,38.129,38129,00:00:38:03,0:00:39,38.608,38608,00:00:38:15,0:00:00,0.479,479,00:00:00:11,,,,laqati:ya:'wi,laqati:-ya:'-w-i,laqati:-a:'-'w,V.like-IPFV-1SBJ.PL-JNCT [PRES],V.like-IPFV-1SBJ.PL [PRES],
0:00:39,38.608,38608,00:00:38:15,0:00:39,39.088,39088,00:00:39:02,0:00:00,0.48,480,00:00:00:12,,,,iyma:,iyma:,iyma:,DEM,DEM,
0:00:39,39.088,39088,00:00:39:02,0:00:41,40.682,40682,00:00:40:17,0:00:02,1.594,1594,00:00:01:14,ESP,"iyma: n kintawa:'nkán, n pi na:...,","esta hierba, pero también",,,,,,
0:00:39,39.088,39088,00:00:39:02,0:00:39,39.353,39353,00:00:39:08,0:00:00,0.265,265,00:00:00:06,,,,iyma:,iyma:,iyma:,DEM,DEM,
0:00:39,39.353,39353,00:00:39:08,0:00:40,39.619,39619,00:00:39:15,0:00:00,0.266,266,00:00:00:06,,,,n,n,n,EPEN,EPEN,
0:00:40,39.619,39619,00:00:39:15,0:00:40,39.885,39885,00:00:39:22,0:00:00,0.266,266,00:00:00:06,,,,kintawa:'nkán,kin-tawa:'n-kán,kin-tawa:'n-kan,1POSS-plant-PL.POSS,1POSS-plant-PL.POSS,
0:00:40,39.885,39885,00:00:39:22,0:00:40,40.15,40150,00:00:40:03,0:00:00,0.265,265,00:00:00:06,,,,n,n,n,EPEN,EPEN,
0:00:40,40.15,40150,00:00:40:03,0:00:40,40.416,40416,00:00:40:10,0:00:00,0.266,266,00:00:00:06,,,,pi,pi,pi,COMP,COMP,
0:00:40,40.416,40416,00:00:40:10,0:00:41,40.682,40682,00:00:40:17,0:00:00,0.266,266,00:00:00:06,,,,"na:...,",na:,na:,also,also,
0:00:41,40.682,40682,00:00:40:17,0:00:45,44.539,44539,00:00:44:13,0:00:04,3.857,3857,00:00:03:21,ESP,na: stla:ni iyma: akxní wa: n qo:lani n chu: stla:ni n taxtiya:chi,cuando este alcanza la madurez llega a tener un hermosa,,,,,,
0:00:41,40.682,40682,00:00:40:17,0:00:41,41.003,41003,00:00:41:00,0:00:00,0.321,321,00:00:00:08,,,,na:,na:,na:,aslo,also,
0:00:41,41.003,41003,00:00:41:00,0:00:41,41.324,41324,00:00:41:08,0:00:00,0.321,321,00:00:00:08,,,,stla:ni,stla:n-i,stla:n,beautiful-JNCT,beautiful,
0:00:41,41.324,41324,00:00:41:08,0:00:42,41.646,41646,00:00:41:16,0:00:00,0.322,322,00:00:00:08,,,,iyma:,iyma:,iyma:,DEM,DEM,
0:00:42,41.646,41646,00:00:41:16,0:00:42,41.967,41967,00:00:41:24,0:00:00,0.321,321,00:00:00:08,,,,akxní,akxní,akxní',when,when,
0:00:42,41.967,41967,00:00:41:24,0:00:42,42.289,42289,00:00:42:07,0:00:00,0.322,322,00:00:00:08,,,,wa:,wa:,wa:,FOC,FOC,
0:00:42,42.289,42289,00:00:42:07,0:00:43,42.61,42610,00:00:42:15,0:00:00,0.321,321,00:00:00:08,,,,n,n,n,EPEN,EPEN,
0:00:43,42.61,42610,00:00:42:15,0:00:43,42.931,42931,00:00:42:23,0:00:00,0.321,321,00:00:00:08,,,,qo:lani,qo:lan-i,qo:lan,age-JNCT,age,
0:00:43,42.931,42931,00:00:42:23,0:00:43,43.253,43253,00:00:43:06,0:00:00,0.322,322,00:00:00:08,,,,n,n,n,EPEN,EPEN,
0:00:43,43.253,43253,00:00:43:06,0:00:44,43.574,43574,00:00:43:14,0:00:00,0.321,321,00:00:00:08,,,,chu:,chu:,chu:,PTCL,PTCL,
0:00:44,43.574,43574,00:00:43:14,0:00:44,43.896,43896,00:00:43:22,0:00:00,0.322,322,00:00:00:08,,,,stla:ni,stla:n-i,stla:n,beautiful-JNCT,beautiful,
