Begin Time - hh:mm:ss.ms,Begin Time - ss.msec,Begin Time - msec,Begin Time - PAL,End Time - hh:mm:ss.ms,End Time - ss.msec,End Time - msec,End Time - PAL,Duration - hh:mm:ss.ms,Duration - ss.msec,Duration - msec,Duration - PAL,ESP Epifania Sahinos Pérez / APG Areli Ponce García,Transcription,Traducción,Tokenization,Surface Segmentation,Canonical Segmentation,Surface Glossing,Canonical Glossing,Notes
0:00:09,8.783,8783,00:00:08:19,0:00:09,9.067,9067,00:00:09:01,0:00:00,0.284,284,00:00:00:07,,,,laqapasa,laqapas-a,laqapas-a:'-',V.recognize-IPFV [2SBJ.SG PRES],V.recognize-IPFV-2SBJ.SG [PRES],
0:00:09,9.067,9067,00:00:09:01,0:00:12,12.125,12125,00:00:12:03,0:00:03,3.058,3058,00:00:03:01,APG,nakatsi:ya n pi na: tla:ni lakaskinkani iyma: n talhtsísiqna'.,Pero se sabe que este talhtsísiqna' tiene usos.,,,,,,
0:00:09,9.067,9067,00:00:09:01,0:00:09,9.406,9406,00:00:09:10,0:00:00,0.339,339,00:00:00:08,,,,nakatsi:ya,na-katsi:-ya,na-katsi:-a:'-',FUT-V.know-IPFV [2SBJ.SG],FUT-V.know-IPFV-2SBJ.SG,
0:00:09,9.406,9406,00:00:09:10,0:00:10,9.746,9746,00:00:09:18,0:00:00,0.34,340,00:00:00:08,,,,n,n,n,EPEN,EPEN,
0:00:10,9.746,9746,00:00:09:18,0:00:10,10.086,10086,00:00:10:02,0:00:00,0.34,340,00:00:00:08,,,,pi,pi,pi,COMP,COMP,
0:00:10,10.086,10086,00:00:10:02,0:00:10,10.426,10426,00:00:10:10,0:00:00,0.34,340,00:00:00:08,,,,na:,na:,na:,aslo,also,
0:00:10,10.426,10426,00:00:10:10,0:00:11,10.765,10765,00:00:10:19,0:00:00,0.339,339,00:00:00:08,,,,tla:ni,tla:n-i,tla:n,good-JNCT,good,
0:00:11,10.765,10765,00:00:10:19,0:00:11,11.105,11105,00:00:11:02,0:00:00,0.34,340,00:00:00:08,,,,lakaskinkani,lakaskin-kan-i,lakaskin-kan,V.use-INDEF-JNCT,V.use-INDEF,
0:00:11,11.105,11105,00:00:11:02,0:00:11,11.445,11445,00:00:11:11,0:00:00,0.34,340,00:00:00:08,,,,iyma:,iyma:,iyma:,DEM,DEM,
0:00:11,11.445,11445,00:00:11:11,0:00:12,11.785,11785,00:00:11:19,0:00:00,0.34,340,00:00:00:08,,,,n,n,n,EPEN,EPEN,
0:00:12,11.785,11785,00:00:11:19,0:00:12,12.125,12125,00:00:12:03,0:00:00,0.34,340,00:00:00:08,,,,talhtsísiqna',talhtsísiqna',talhtsísiqna',Musa.ornata,Musa.ornata,
0:00:12,12.125,12125,00:00:12:03,0:00:14,14.306,14306,00:00:14:07,0:00:02,2.181,2181,00:00:02:04,ESP,"Xli:ka:na, na: klaqapasa n ti chawanipa:'t","Es verdad, también conozco este que mencionas,",,,,,,
0:00:12,12.125,12125,00:00:12:03,0:00:12,12.488,12488,00:00:12:12,0:00:00,0.363,363,00:00:00:09,,,,Xli:ka:na,xli:ka:na,xli:ka:nah,true,true,
0:00:12,12.488,12488,00:00:12:12,0:00:13,12.852,12852,00:00:12:21,0:00:00,0.364,364,00:00:00:09,,,,na:,na:,na:,aslo,also,
0:00:13,12.852,12852,00:00:12:21,0:00:13,13.215,13215,00:00:13:05,0:00:00,0.363,363,00:00:00:09,,,,klaqapasa,k-laqapas-a,k-laqapas-a:',1SBJ.SG-V.recognize-IPFV,1SBJ.SG-V.recognize-IPFV,
0:00:13,13.215,13215,00:00:13:05,0:00:14,13.579,13579,00:00:13:14,0:00:00,0.364,364,00:00:00:09,,,,n,n,n,EPEN,EPEN,
0:00:14,13.579,13579,00:00:13:14,0:00:14,13.942,13942,00:00:13:23,0:00:00,0.363,363,00:00:00:09,,,,ti:,ti:,ti:,HREL,HREL,
0:00:14,13.942,13942,00:00:13:23,0:00:14,14.306,14306,00:00:14:07,0:00:00,0.364,364,00:00:00:09,,,,chawanipa:'t,chawani-pa:'-t,chawani-pa:'-t,V.refer-PROG-2SBJ.SG,V.refer-PROG-2SBJ.SG,
0:00:14,14.306,14306,00:00:14:07,0:00:17,17.088,17088,00:00:17:02,0:00:03,2.782,2782,00:00:02:19,ESP,"likwa lhu:wani n ti:má n talhtsísiqna',","el talhtsísiqna' tiene la facilidad de propagarse rápidamente,",,,,,,
0:00:14,14.306,14306,00:00:14:07,0:00:15,14.769,14769,00:00:14:19,0:00:00,0.463,463,00:00:00:11,,,,likwa,likwa,likwa',many,many,
0:00:15,14.769,14769,00:00:14:19,0:00:15,15.233,15233,00:00:15:05,0:00:00,0.464,464,00:00:00:11,,,,lhu:wani,lhu:wa-ni,lhu:wa-n,many-PL,many-PL,
0:00:15,15.233,15233,00:00:15:05,0:00:16,15.697,15697,00:00:15:17,0:00:00,0.464,464,00:00:00:11,,,,n,n,n,EPEN,EPEN,
0:00:16,15.697,15697,00:00:15:17,0:00:16,16.16,16160,00:00:16:04,0:00:00,0.463,463,00:00:00:11,,,,ti:má,ti:-má,ti:-máh,DEIC-V.lie.down,DEIC-V.lie.down,
0:00:16,16.16,16160,00:00:16:04,0:00:17,16.624,16624,00:00:16:15,0:00:00,0.464,464,00:00:00:11,,,,n,n,n,EPEN,EPEN,
0:00:17,16.624,16624,00:00:16:15,0:00:17,17.088,17088,00:00:17:02,0:00:00,0.464,464,00:00:00:11,,,,talhtsísiqna',talhtsísiqna',talhtsísiqna',Musa.ornata,Musa.ornata,
0:00:17,17.088,17088,00:00:17:02,0:00:20,20.239,20239,00:00:20:05,0:00:03,3.151,3151,00:00:03:03,ESP,"tla:ni n pu:tlawaya:'wi n pala kinchu:wkán, kispalanchu:wkán",se puede usar para envolver tamales de frijol,,,,,,
0:00:17,17.088,17088,00:00:17:02,0:00:18,17.538,17538,00:00:17:13,0:00:00,0.45,450,00:00:00:11,,,,tla:ni,tla:n-i,tla:n,good-JNCT,good,
0:00:18,17.538,17538,00:00:17:13,0:00:18,17.988,17988,00:00:17:24,0:00:00,0.45,450,00:00:00:11,,,,n,n,n,EPEN,EPEN,
0:00:18,17.988,17988,00:00:17:24,0:00:18,18.438,18438,00:00:18:10,0:00:00,0.45,450,00:00:00:11,,,,pu:tlawaya:'wi,pu:-tlawa-ya:'-w-i,pu:-tlawa-a:'-'w,CTNR-V.do-IPFV-1SBJ.PL-JNCT,CTNR-V.do-IPFV-1SBJ.PL,
0:00:18,18.438,18438,00:00:18:10,0:00:19,18.888,18888,00:00:18:22,0:00:00,0.45,450,00:00:00:11,,,,n,n,n,EPEN,EPEN,
0:00:19,18.888,18888,00:00:18:22,0:00:19,19.338,19338,00:00:19:08,0:00:00,0.45,450,00:00:00:11,,,,pala,pala,pala,CONJ,CONJ,
0:00:19,19.338,19338,00:00:19:08,0:00:20,19.788,19788,00:00:19:19,0:00:00,0.45,450,00:00:00:11,,,,kinchu:wkán,kin-chu:w-kán,kin-chu:w-kan,1POSS-tortilla-PL.POSS,1POSS-tortilla-PL.POSS,
0:00:20,19.788,19788,00:00:19:19,0:00:20,20.239,20239,00:00:20:05,0:00:00,0.451,451,00:00:00:11,,,,kispalanchu:wkán,ki-spalanchu:w-kán,ki-spalanchu:w-kan,1POSS-bean.tamale-PL.POSS,1POSS-bean.tamale-PL.POSS,
0:00:20,20.239,20239,00:00:20:05,0:00:22,22.109,22109,00:00:22:02,0:00:02,1.87,1870,00:00:01:21,ESP,twahkutá n tu: li:maklakaskiná:'w.,entre otros usos.,,,,,,
0:00:20,20.239,20239,00:00:20:05,0:00:21,20.706,20706,00:00:20:17,0:00:00,0.467,467,00:00:00:11,,,,twahkutá,twahkutá,twahkutá',whatever,whatever,
0:00:21,20.706,20706,00:00:20:17,0:00:21,21.174,21174,00:00:21:04,0:00:00,0.468,468,00:00:00:11,,,,n,n,n,EPEN,EPEN,
0:00:21,21.174,21174,00:00:21:04,0:00:22,21.641,21641,00:00:21:16,0:00:00,0.467,467,00:00:00:11,,,,tu:,tu:,tu:,NREL,NREL,
0:00:22,21.641,21641,00:00:21:16,0:00:22,22.109,22109,00:00:22:02,0:00:00,0.468,468,00:00:00:11,,,,li:maklakaskiná:'w,li:-mak-lakaskin-á:'-w,li:-mak-lakaskin-á:'-'w,INS-body-V.use-IPFV-1SBJ.PL,INS-body-V.use-IPFV-1SBJ.PL,
0:00:22,22.109,22109,00:00:22:02,0:00:26,25.951,25951,00:00:25:23,0:00:04,3.842,3842,00:00:03:21,APG,"Xli:ka:na nayi la:wanimá:'w, chu: iyma: n talhtsísiqna' waniyá:'w","Lo que decimos es muy cierto, esto que llamamos talhtsísiqna'",,,,,,
0:00:22,22.109,22109,00:00:22:02,0:00:23,22.589,22589,00:00:22:14,0:00:00,0.48,480,00:00:00:12,,,,Xli:ka:na,xli:ka:na,xli:ka:nah,true,true,
0:00:23,22.589,22589,00:00:22:14,0:00:23,23.069,23069,00:00:23:01,0:00:00,0.48,480,00:00:00:12,,,,nayi,nayi,nayi,as,as,
0:00:23,23.069,23069,00:00:23:01,0:00:24,23.549,23549,00:00:23:13,0:00:00,0.48,480,00:00:00:12,,,,la:wanimá:'w,la:-wa-ni-má:'-w,la:-wan-ni-ma:'-'w,RECP-V.say-DAT-PROG-1SBJ.PL,RECP-V.say-DAT-PROG-1SBJ.PL,
0:00:24,23.549,23549,00:00:23:13,0:00:24,24.03,24030,00:00:24:00,0:00:00,0.481,481,00:00:00:12,,,,chu:,chu:,chu:,PTCL,PTCL,
0:00:24,24.03,24030,00:00:24:00,0:00:25,24.51,24510,00:00:24:12,0:00:00,0.48,480,00:00:00:12,,,,iyma:,iyma:,iyma:,DEM,DEM,
0:00:25,24.51,24510,00:00:24:12,0:00:25,24.99,24990,00:00:24:24,0:00:00,0.48,480,00:00:00:12,,,,n,n,n,EPEN,EPEN,
0:00:25,24.99,24990,00:00:24:24,0:00:25,25.47,25470,00:00:25:11,0:00:00,0.48,480,00:00:00:12,,,,talhtsísiqna',talhtsísiqna',talhtsísiqna',Musa.ornata,Musa.ornata,
0:00:25,25.47,25470,00:00:25:11,0:00:26,25.951,25951,00:00:25:23,0:00:00,0.481,481,00:00:00:12,,,,waniyá:'w,wa-ni-yá:'-w,wan-ni-a:'-'w,V.say-DAT-IPFV-1SBJ.PL,V.say-DAT-IPFV-1SBJ.PL,
0:00:26,25.951,25951,00:00:25:23,0:00:28,27.563,27563,00:00:27:14,0:00:02,1.612,1612,00:00:01:15,APG,pus na: kapala n pun,crece muy rápido,,,,,,
0:00:26,25.951,25951,00:00:25:23,0:00:26,26.273,26273,00:00:26:06,0:00:00,0.322,322,00:00:00:08,,,,pus,pus,pus,INTJ,INTJ,
0:00:26,26.273,26273,00:00:26:06,0:00:27,26.595,26595,00:00:26:14,0:00:00,0.322,322,00:00:00:08,,,,na:,na:,na:,aslo,also,
0:00:27,26.595,26595,00:00:26:14,0:00:27,26.918,26918,00:00:26:22,0:00:00,0.323,323,00:00:00:08,,,,kapala,kapala,kapalah,quick,quick,
0:00:27,26.918,26918,00:00:26:22,0:00:27,27.24,27240,00:00:27:06,0:00:00,0.322,322,00:00:00:08,,,,n,n,n,EPEN,EPEN,
0:00:27,27.24,27240,00:00:27:06,0:00:28,27.563,27563,00:00:27:14,0:00:00,0.323,323,00:00:00:08,,,,pun,pun,pun,V.germinate [3SBJ.SG PRES IPFV],V.germinate [3SBJ.SG PRES IPFV],
0:00:28,27.563,27563,00:00:27:14,0:00:32,31.963,31963,00:00:31:24,0:00:04,4.4,4400,00:00:04:10,APG,"n chu: niiyma: ni..., nixaskalahwa xa anta:ni nacha'na puni xla',","y no es delicada, este crece,",,,,,,
0:00:28,27.563,27563,00:00:27:14,0:00:28,28.003,28003,00:00:28:00,0:00:00,0.44,440,00:00:00:11,,,,n,n,n,EPEN,EPEN,
0:00:28,28.003,28003,00:00:28:00,0:00:28,28.443,28443,00:00:28:11,0:00:00,0.44,440,00:00:00:11,,,,chu:,chu:,chu:,PTCL,PTCL,
0:00:28,28.443,28443,00:00:28:11,0:00:29,28.883,28883,00:00:28:22,0:00:00,0.44,440,00:00:00:11,,,,niiyma:,ni[FT]-iyma:,ni[FT]-iyma:,NEG[FT]-DEM,NEG[FT]-DEM,niyma:
0:00:29,28.883,28883,00:00:28:22,0:00:29,29.323,29323,00:00:29:08,0:00:00,0.44,440,00:00:00:11,,,,"ni...,",ni-[FS],ni-[FS],NEG-[FS],NEG-[FS],
0:00:29,29.323,29323,00:00:29:08,0:00:30,29.763,29763,00:00:29:19,0:00:00,0.44,440,00:00:00:11,,,,nixaskalahwa,ni-xa-skalahwa,ni-xa-skalahwa',NEG-DEF-delicate,NEG-DEF-delicate,
0:00:30,29.763,29763,00:00:29:19,0:00:30,30.203,30203,00:00:30:05,0:00:00,0.44,440,00:00:00:11,,,,xa,xa,xa',PRN.3SBJ.SG,PRN.3SBJ.SG,
0:00:30,30.203,30203,00:00:30:05,0:00:31,30.643,30643,00:00:30:16,0:00:00,0.44,440,00:00:00:11,,,,anta:ni,anta:ni,anta:ni,where,where,
0:00:31,30.643,30643,00:00:30:16,0:00:31,31.083,31083,00:00:31:02,0:00:00,0.44,440,00:00:00:11,,,,nacha'na,na-cha'n-a,na-cha'n-a:'-',FUT-V.plant-IPFV [2SBJ.SG],FUT-V.plant-IPFV-2SBJ.SG,
0:00:31,31.083,31083,00:00:31:02,0:00:32,31.523,31523,00:00:31:13,0:00:00,0.44,440,00:00:00:11,,,,puni,pun-i,pun-a:',V.germinate-JNCT [3SBJ.SG PRES IPFV],V.germinate-IPFV [3SBJ.SG PRES],
0:00:32,31.523,31523,00:00:31:13,0:00:32,31.963,31963,00:00:31:24,0:00:00,0.44,440,00:00:00:11,,,,xla',xla',xla',PRN.3SBJ.SG,PRN.3SBJ.SG,
0:00:32,31.963,31963,00:00:31:24,0:00:34,33.688,33688,00:00:33:17,0:00:02,1.725,1725,00:00:01:18,APG,likwa lhu:wán cha: n chu:,se propaga rápidamente y,,,,,,
0:00:32,31.963,31963,00:00:31:24,0:00:32,32.308,32308,00:00:32:07,0:00:00,0.345,345,00:00:00:08,,,,likwa,likwa,likwa',many,many,
0:00:32,32.308,32308,00:00:32:07,0:00:33,32.653,32653,00:00:32:16,0:00:00,0.345,345,00:00:00:08,,,,lhu:wán,lhu:wá-n,lhu:wa-n,many-PL,many-PL,
0:00:33,32.653,32653,00:00:32:16,0:00:33,32.998,32998,00:00:32:24,0:00:00,0.345,345,00:00:00:08,,,,cha:,cha:,cha:,PTCL,PTCL,
0:00:33,32.998,32998,00:00:32:24,0:00:33,33.343,33343,00:00:33:08,0:00:00,0.345,345,00:00:00:08,,,,n,n,n,EPEN,EPEN,
0:00:33,33.343,33343,00:00:33:08,0:00:34,33.688,33688,00:00:33:17,0:00:00,0.345,345,00:00:00:08,,,,chu:,chu:,chu:,PTCL,PTCL,
0:00:34,33.688,33688,00:00:33:17,0:00:36,35.654,35654,00:00:35:16,0:00:02,1.966,1966,00:00:01:24,APG,ka aktsa ta:yiyi xa xasiqna,su fruto crece erguido,,,,,,
0:00:34,33.688,33688,00:00:33:17,0:00:34,34.081,34081,00:00:34:02,0:00:00,0.393,393,00:00:00:09,,,,ka,ka,kah,only,only,
0:00:34,34.081,34081,00:00:34:02,0:00:34,34.474,34474,00:00:34:11,0:00:00,0.393,393,00:00:00:09,,,,aktsa,ak-tsa,ak-tsah,head-straight,head-straight,
0:00:34,34.474,34474,00:00:34:11,0:00:35,34.867,34867,00:00:34:21,0:00:00,0.393,393,00:00:00:09,,,,ta:yiyi,ta:-yi-y-i,ta-yi-a:',INC-V.get.up-IPFV-JNCT [3SBJ.SG PRES],INC-V.get.up-IPFV [3SBJ.SG PRES],
0:00:35,34.867,34867,00:00:34:21,0:00:35,35.26,35260,00:00:35:06,0:00:00,0.393,393,00:00:00:09,,,,xa,xa,xa',PRN.3SBJ.SG,PRN.3SBJ.SG,
0:00:35,35.26,35260,00:00:35:06,0:00:36,35.654,35654,00:00:35:16,0:00:00,0.394,394,00:00:00:09,,,,xasiqna,xa-siqna,xa-siqna',DEF-banana,DEF-banana,
0:00:36,35.654,35654,00:00:35:16,0:00:39,38.522,38522,00:00:38:13,0:00:03,2.868,2868,00:00:02:21,APG,"nika qanqajú: tawakayi xa xasiqna,","no crece boca abajo,",,,,,,
0:00:36,35.654,35654,00:00:35:16,0:00:36,36.227,36227,00:00:36:05,0:00:01,0.573,573,00:00:00:14,,,,nika,ni-ka,ni-kah,NEG-only,NEG-only,
0:00:36,36.227,36227,00:00:36:05,0:00:37,36.801,36801,00:00:36:20,0:00:01,0.574,574,00:00:00:14,,,,qanqajú:,qanqa-jú:,qanqa-jú:,nose-down,nose-down,
0:00:37,36.801,36801,00:00:36:20,0:00:37,37.374,37374,00:00:37:09,0:00:01,0.573,573,00:00:00:14,,,,tawakayi,ta-waka-y-i,ta-waka-a:',INC-V.be.up-IPFV-JNCT [3SBJ.SG PRES],INC-V.be.up-IPFV [3SBJ.SG PRES],
0:00:37,37.374,37374,00:00:37:09,0:00:38,37.948,37948,00:00:37:23,0:00:01,0.574,574,00:00:00:14,,,,xa,xa,xa',PRN.3SBJ.SG,PRN.3SBJ.SG,
0:00:38,37.948,37948,00:00:37:23,0:00:39,38.522,38522,00:00:38:13,0:00:01,0.574,574,00:00:00:14,,,,xasiqna,xa-siqna,xa-siqna',DEF-banana,DEF-banana,
0:00:39,38.522,38522,00:00:38:13,0:00:42,42.175,42175,00:00:42:04,0:00:04,3.653,3653,00:00:03:16,APG,"wa: n chu: n tu n tawakayi xasiqna', antá n chu: kxaqspú:n ta:yiya:chá xaxanat,","cuando los frutos se desarrollan, en la parte apical tiene su flor,",,,,,,
0:00:39,38.522,38522,00:00:38:13,0:00:39,38.782,38782,00:00:38:19,0:00:00,0.26,260,00:00:00:06,,,,wa:,wa:,wa:,FOC,FOC,
0:00:39,38.782,38782,00:00:38:19,0:00:39,39.043,39043,00:00:39:01,0:00:00,0.261,261,00:00:00:06,,,,n,n,n,EPEN,EPEN,
0:00:39,39.043,39043,00:00:39:01,0:00:39,39.304,39304,00:00:39:07,0:00:00,0.261,261,00:00:00:06,,,,chu:,chu:,chu:,PTCL,PTCL,
0:00:39,39.304,39304,00:00:39:07,0:00:40,39.565,39565,00:00:39:14,0:00:00,0.261,261,00:00:00:06,,,,n,n,n,EPEN,EPEN,
0:00:40,39.565,39565,00:00:39:14,0:00:40,39.826,39826,00:00:39:20,0:00:00,0.261,261,00:00:00:06,,,,tu:,tu:,tu:,NREL,NREL,
0:00:40,39.826,39826,00:00:39:20,0:00:40,40.087,40087,00:00:40:02,0:00:00,0.261,261,00:00:00:06,,,,n,n,n,EPEN,EPEN,
0:00:40,40.087,40087,00:00:40:02,0:00:40,40.348,40348,00:00:40:08,0:00:00,0.261,261,00:00:00:06,,,,tawakayi,ta-waka-y-i,ta-waka-a:',INC-V.be.up-IPFV-JNCT [3SBJ.SG PRES],INC-V.be.up-IPFV [3SBJ.SG PRES],
0:00:40,40.348,40348,00:00:40:08,0:00:41,40.609,40609,00:00:40:15,0:00:00,0.261,261,00:00:00:06,,,,xasiqna',xa-siqna',xa-siqna',DEF-banana,DEF-banana,
0:00:41,40.609,40609,00:00:40:15,0:00:41,40.87,40870,00:00:40:21,0:00:00,0.261,261,00:00:00:06,,,,antá,antá,antá',there,there,
0:00:41,40.87,40870,00:00:40:21,0:00:41,41.131,41131,00:00:41:03,0:00:00,0.261,261,00:00:00:06,,,,n,n,n,EPEN,EPEN,
0:00:41,41.131,41131,00:00:41:03,0:00:41,41.392,41392,00:00:41:09,0:00:00,0.261,261,00:00:00:06,,,,chu:,chu:,chu:,PTCL,PTCL,
0:00:41,41.392,41392,00:00:41:09,0:00:42,41.653,41653,00:00:41:16,0:00:00,0.261,261,00:00:00:06,,,,kxaqspú:n,k-x-aq-s-pú:n,k-x-aqs-pu:n,LOC-3POSS-head-DIM-middle,LOC-3POSS-head-DIM-middle,
0:00:42,41.653,41653,00:00:41:16,0:00:42,41.914,41914,00:00:41:22,0:00:00,0.261,261,00:00:00:06,,,,ta:yiya:chá,ta:-yi-ya:-chá,ta-yi-a:'-cha',INC-V.get.up-IPFV-DIST [3SBJ.SG PRES],INC-V.get.up-IPFV-DIST [3SBJ.SG PRES],
0:00:42,41.914,41914,00:00:41:22,0:00:42,42.175,42175,00:00:42:04,0:00:00,0.261,261,00:00:00:06,,,,xaxanat,xa-xanat,xa-xanat,DEF-flower,DEF-flower,
0:00:42,42.175,42175,00:00:42:04,0:00:44,44.012,44012,00:00:44:00,0:00:02,1.837,1837,00:00:01:20,APG,ka stampre xa xaxanat.,una flor de color rosa.,,,,,,
0:00:42,42.175,42175,00:00:42:04,0:00:43,42.634,42634,00:00:42:15,0:00:00,0.459,459,00:00:00:11,,,,ka,ka,kah,only,only,
0:00:43,42.634,42634,00:00:42:15,0:00:43,43.093,43093,00:00:43:02,0:00:00,0.459,459,00:00:00:11,,,,stampre,stampre,stampreh,INTJ,INTJ,
0:00:43,43.093,43093,00:00:43:02,0:00:44,43.552,43552,00:00:43:13,0:00:00,0.459,459,00:00:00:11,,,,xa,xa,xa',PRN.3SBJ.SG,PRN.3SBJ.SG,
0:00:44,43.552,43552,00:00:43:13,0:00:44,44.012,44012,00:00:44:00,0:00:00,0.46,460,00:00:00:11,,,,xaxanat,xa-xanat,xa-xanat,DEF-flower,DEF-flower,
0:00:44,44.012,44012,00:00:44:00,0:00:46,46.115,46115,00:00:46:02,0:00:02,2.103,2103,00:00:02:02,ESP,Lu:xli:ka:na na: n ti: kilhwámpa:'ti,"Lo que dices es muy cierto,",,,,,,
0:00:44,44.012,44012,00:00:44:00,0:00:45,44.713,44713,00:00:44:17,0:00:01,0.701,701,00:00:00:17,,,,Lu:xli:ka:na,lu:-xli:ka:na,lu:-xli:ka:nah,INTNS-true,INTNS-true,
0:00:44,44.012,44012,00:00:44:00,0:00:45,44.713,44713,00:00:44:17,0:00:01,0.701,701,00:00:00:17,,,,na:,na:,na:,aslo,also,
0:00:44,44.012,44012,00:00:44:00,0:00:45,44.713,44713,00:00:44:17,0:00:01,0.701,701,00:00:00:17,,,,n,n,n,EPEN,EPEN,
